order_date,order_id,customer,grand_total
5/31/13,CA-2013-152730,Eugene Moren,1283
6/16/13,CA-2013-152765,Lynn Smith,173
4/14/13,CA-2013-152800,Susan Pistek,6
4/29/13,CA-2013-152814,Erica Hernandez,29
11/11/13,CA-2013-152940,Rose O'Brian,30
9/9/13,CA-2013-153101,Pauline Johnson,146
9/12/13,CA-2013-153157,Trudy Brown,225
9/15/13,CA-2013-153178,Clay Ludtke,1111
9/4/13,CA-2013-153185,Matt Hagelstein,31
3/10/13,CA-2013-153269,Pamela Stobb,436
10/26/13,CA-2013-153318,Jill Stevenson,784
1/25/13,CA-2013-153346,Todd Boyes,27
8/19/13,CA-2013-153353,Greg Guthrie,40
6/28/13,CA-2013-153577,Katharine Harms,577
12/4/13,CA-2013-153598,Neoma Murray,1762
1/30/13,CA-2013-153661,Steven Cartwright,382
5/31/13,CA-2013-153682,Brooke Gillingham,840
10/31/13,CA-2013-153836,Edward Hooks,144
10/14/13,CA-2013-154018,Helen Andreada,362
3/5/13,CA-2013-154053,Michael Granlund,17
5/3/13,CA-2013-154060,Dan Lawera,187
2/1/13,CA-2013-154067,Suzanne McNair,106
5/23/13,CA-2013-154081,Jim Epp,222
9/25/13,CA-2013-154235,Ruben Dartt,128
5/24/13,CA-2013-154403,Anne Pryor,5
11/17/13,CA-2013-154508,Ruben Dartt,28
9/6/13,CA-2013-154536,Jasper Cacioppo,10
6/10/13,CA-2013-154662,Benjamin Farhat,693
8/16/13,CA-2013-154690,Christopher Conant,225
11/23/13,CA-2013-154711,Todd Boyes,73
12/11/13,CA-2013-154739,Logan Haushalter,322
6/29/13,CA-2013-154767,Becky Pak,476
5/1/13,CA-2013-154788,John Lee,8
4/8/13,CA-2013-154998,Erin Smith,38
6/14/13,CA-2013-155005,Sample Company A,378
10/8/13,CA-2013-155033,Cindy Chapman,11
9/9/13,CA-2013-155138,Jill Matthias,100
12/27/13,CA-2013-155166,Brenda Bowman,239
9/25/13,CA-2013-155187,Laura Armstrong,84
12/18/13,CA-2013-155383,Steve Carroll,47
9/15/13,CA-2013-155439,Parhena Norris,26
12/17/13,CA-2013-155446,Tanja Norvell,21
7/9/13,CA-2013-155474,Chris Cortes,127
9/2/13,CA-2013-155481,Dean Katz,71
11/14/13,CA-2013-155488,Frank Merwin,44
10/22/13,CA-2013-155516,Michael Kennedy,1179
12/18/13,CA-2013-155530,Charles McCrossin,2004
4/19/13,CA-2013-155551,Clay Rozendal,240
5/29/13,CA-2013-155565,Edward Hooks,55
8/14/13,CA-2013-155670,Erin Mull,22
6/15/13,CA-2013-155747,Jim Sink,337
8/13/13,CA-2013-155845,Chris McAfee,1400
8/2/13,CA-2013-155978,Thomas Seio,1086
10/2/13,CA-2013-155992,Chris Cortes,112
8/14/13,CA-2013-156251,Theresa Swint,250
8/3/13,CA-2013-156265,Barry Franzšsisch,483
12/30/13,CA-2013-156300,Troy Blackwell,754
10/15/13,CA-2013-156503,Nathan Cano,305
5/30/13,CA-2013-156573,Raymond Buch,60
7/9/13,CA-2013-156685,Scot Coram,911
12/1/13,CA-2013-156748,Bruce Stewart,934
10/28/13,CA-2013-156811,Bart Pistole,69
7/17/13,CA-2013-157000,Alice McCarthy,57
7/17/13,CA-2013-157161,Jonathan Doherty,199
7/20/13,CA-2013-157217,Tracy Collins,426
5/20/13,CA-2013-157245,Laurel Elliston,642
12/25/13,CA-2013-157259,Jessica Myrick,800
5/27/13,CA-2013-157266,Toby Braunhardt,83
11/6/13,CA-2013-157280,Liz Willingham,1121
12/2/13,CA-2013-157336,Shirley Jackson,840
11/20/13,CA-2013-157364,Liz Thompson,18
9/19/13,CA-2013-157511,Seth Vernon,107
7/15/13,CA-2013-157588,Anemone Ratner,88
10/2/13,CA-2013-157686,Brian DeCherney,195
10/11/13,CA-2013-157707,Corey Catlett,228
9/27/13,CA-2013-157714,Charles Sheldon,10
12/30/13,CA-2013-157742,Ken Lonsdale,28
6/5/13,CA-2013-157749,Ken Lonsdale,678
7/19/13,CA-2013-157763,Katharine Harms,141
12/24/13,CA-2013-157791,Carol Adams,2000
12/24/13,CA-2013-157868,Matt Collister,25
8/24/13,CA-2013-158001,Jennifer Patt,1091
1/31/13,CA-2013-158043,Jason Klamczynski,23
9/4/13,CA-2013-158099,Paul Knutson,1422
5/3/13,CA-2013-158155,Edward Hooks,331
1/4/13,CA-2013-158211,Ben Peterman,109
11/5/13,CA-2013-158260,Cindy Chapman,686
12/9/13,CA-2013-158302,Julia Barnett,11
3/5/13,CA-2013-158358,Eleni McCrary,160
5/18/13,CA-2013-158435,Arthur Gainer,253
5/31/13,CA-2013-158547,Justin MacKendrick,124
8/30/13,CA-2013-158568,Rick Bensley,162
11/19/13,CA-2013-158575,Sean Braxton,104
9/20/13,CA-2013-158610,Clytie Kelty,70
9/23/13,CA-2013-158617,Anna Chung,36
11/11/13,CA-2013-158694,Arianne Irving,1467
9/6/13,CA-2013-158778,Dean Braden,1025
1/7/13,CA-2013-158806,Neoma Murray,49
3/14/13,CA-2013-158834,Tamara Willingham,361
2/2/13,CA-2013-158841,Sanjit Engle,8805
8/7/13,CA-2013-158869,Anna HŠberlin,71
10/25/13,CA-2013-158925,Jennifer Patt,16
9/24/13,CA-2013-159009,Dave Poirier,198
3/11/13,CA-2013-159016,Karen Ferguson,4174
11/4/13,CA-2013-159023,Natalie Webber,184
4/5/13,CA-2013-159142,Maria Etezadi,178
11/2/13,CA-2013-159212,Katherine Murray,274
6/18/13,CA-2013-159345,Ivan Gibson,112
3/14/13,CA-2013-159373,Liz Thompson,629
11/28/13,CA-2013-159639,Pamela Coakley,32
5/23/13,CA-2013-159653,Jeremy Farry,15
4/6/13,CA-2013-159695,Gary Mitchum,158
9/18/13,CA-2013-159730,Sanjit Jacobs,219
9/4/13,CA-2013-159737,Carlos Soltero,9
5/10/13,CA-2013-159765,Thea Hendricks,28
1/31/13,CA-2013-159891,Ben Ferrer,1396
8/30/13,CA-2013-159912,George Bell,420
7/8/13,CA-2013-159940,Barry Franzšsisch,340
12/10/13,CA-2013-159989,Emily Burns,41
12/9/13,CA-2013-160108,Arthur Gainer,1086
11/24/13,CA-2013-160129,Luke Schmidt,101
11/4/13,CA-2013-160136,Patrick Jones,9
10/21/13,CA-2013-160220,Joy Smith,339
6/27/13,CA-2013-160234,Phillip Flathmann,136
11/30/13,CA-2013-160241,Daniel Raglin,242
1/2/13,CA-2013-160304,Brendan Murry,406
9/16/13,CA-2013-160479,Angele Hood,35
12/31/13,CA-2013-160486,Evan Henry,72
5/6/13,CA-2013-160500,Darrin Martin,305
11/26/13,CA-2013-160535,Barry Pond,883
8/27/13,CA-2013-160598,Stuart Van,31
6/7/13,CA-2013-160717,Maria Etezadi,3528
12/12/13,CA-2013-160745,Anthony Rawles,633
9/6/13,CA-2013-160815,Toby Ritter,278
7/22/13,CA-2013-160941,Damala Kotsonis,423
12/4/13,CA-2013-161025,Gary McGarr,773
6/29/13,CA-2013-161095,Chris Selesnick,41
5/10/13,CA-2013-161158,Paul Stevenson,8
8/30/13,CA-2013-161207,Adam Bellavance,28
3/27/13,CA-2013-161361,Mark Van Huff,35
12/6/13,CA-2013-161389,Irene Maddox,408
4/2/13,CA-2013-161473,Thomas Boland,46
5/11/13,CA-2013-161543,Roger Demir,12
2/7/13,CA-2013-161662,Bobby Elias,30
11/8/13,CA-2013-161669,Eudokia Martin,90
7/19/13,CA-2013-161676,Jennifer Patt,34
10/22/13,CA-2013-161746,Carlos Soltero,615
9/30/13,CA-2013-161781,Chad Cunningham,41
4/29/13,CA-2013-161816,Nona Balk,385
4/6/13,CA-2013-161907,Justin Hirsh,888
6/28/13,CA-2013-161928,Anna Chung,202
3/15/13,CA-2013-162082,John Stevenson,392
7/19/13,CA-2013-162110,Nora Paige,56
4/24/13,CA-2013-162138,Grace Kelly,352
9/17/13,CA-2013-162159,Corey Roper,122
12/12/13,CA-2013-162187,Noel Staavos,1253
4/4/13,CA-2013-162222,Steven Roelle,10
11/5/13,CA-2013-162236,Elpida Rittenbach,1107
11/28/13,CA-2013-162313,Victoria Brennan,167
11/11/13,CA-2013-162348,Ben Ferrer,10
7/1/13,CA-2013-162355,Philip Fox,1303
9/6/13,CA-2013-162383,Maribeth Dona,103
12/7/13,CA-2013-162390,Dave Poirier,1671
7/24/13,CA-2013-162404,Neil Franzšsisch,11
10/8/13,CA-2013-162614,Tim Brockman,27
12/28/13,CA-2013-162726,Meg Tillman,34
5/12/13,CA-2013-162733,Ted Trevino,6
3/21/13,CA-2013-162747,Aaron Hawkins,86
3/29/13,CA-2013-162901,Aaron Smayling,31
7/25/13,CA-2013-162943,Darren Budd,254
2/8/13,CA-2013-163048,Mark Haberlin,242
3/22/13,CA-2013-163153,Dario Medina,101
11/29/13,CA-2013-163167,Randy Ferguson,2674
8/27/13,CA-2013-163174,Xylona Preis,187
9/28/13,CA-2013-163202,Brian Moss,3
10/8/13,CA-2013-163216,Arthur Wiediger,5
11/5/13,CA-2013-163328,Tracy Poddar,1465
11/11/13,CA-2013-163384,Chuck Clark,46
5/4/13,CA-2013-163398,Christy Brittain,56
11/25/13,CA-2013-163573,Amy Cox,1220
4/13/13,CA-2013-163594,Jason Fortune-,250
12/6/13,CA-2013-163636,Mike Pelletier,4
11/5/13,CA-2013-163755,Alejandro Savely,210
7/20/13,CA-2013-163776,Joy Smith,1111
12/3/13,CA-2013-163804,Deborah Brumfield,2782
1/10/13,CA-2013-163937,Joy Bell-,25
12/31/13,CA-2013-163951,Carl Jackson,17
10/18/13,CA-2013-163972,Michael Granlund,121
9/4/13,CA-2013-163986,Jennifer Jackson,55
6/13/13,CA-2013-164035,Craig Reiter,23
9/18/13,CA-2013-164091,Laura Armstrong,547
9/12/13,CA-2013-164154,Nick Zandusky,60
9/11/13,CA-2013-164350,Catherine Glotzbach,68
11/13/13,CA-2013-164399,Dianna Wilson,878
1/30/13,CA-2013-164483,Jeremy Farry,17
9/6/13,CA-2013-164490,Stephanie Ulpright,9
11/20/13,CA-2013-164511,Doug Jacobs,148
7/30/13,CA-2013-164574,Ritsa Hightower,732
3/5/13,CA-2013-164637,Rick Duston,128
5/9/13,CA-2013-164672,George Bell,212
4/15/13,CA-2013-164735,Tom Boeckenhauer,81
12/3/13,CA-2013-164770,Muhammed Yedwab,813
5/2/13,CA-2013-164784,Herbert Flentye,377
6/4/13,CA-2013-164889,Christine Phan,71
11/8/13,CA-2013-164896,Penelope Sewall,13
7/11/13,CA-2013-164924,Erin Ashbrook,342
2/11/13,CA-2013-164938,Phillip Breyer,70
2/25/13,CA-2013-165015,Bruce Degenhardt,47
10/23/13,CA-2013-165148,Peter McVee,31
6/6/13,CA-2013-165169,Janet Lee,386
3/6/13,CA-2013-165218,Rob Williams,162
7/24/13,CA-2013-165316,Jennifer Braxton,324
12/12/13,CA-2013-165330,William Brown,1938
11/26/13,CA-2013-165470,Heather Jas,5
10/24/13,CA-2013-165484,Heather Kirkland,71
11/25/13,CA-2013-165561,Clay Rozendal,25
5/16/13,CA-2013-165673,Michael Nguyen,15
9/27/13,CA-2013-165820,Dorothy Wardle,13
11/5/13,CA-2013-165827,Maureen Fritzler,50
6/5/13,CA-2013-165848,Edward Nazzal,1563
9/11/13,CA-2013-165918,Bryan Davis,143
8/31/13,CA-2013-165995,Bruce Geld,387
8/16/13,CA-2013-166163,Craig Yedwab,75
11/19/13,CA-2013-166226,Tracy Collins,129
6/25/13,CA-2013-166240,Dave Hallsten,9
10/25/13,CA-2013-166275,Sonia Sunley,200
4/17/13,CA-2013-166282,Pete Kriz,158
10/22/13,CA-2013-166373,Jill Fjeld,106
5/31/13,CA-2013-166380,Edward Becker,139
9/3/13,CA-2013-166429,Toby Gnade,1000
11/5/13,CA-2013-166443,Lisa Hazard,38
2/20/13,CA-2013-166485,Alan Hwang,16
11/15/13,CA-2013-166618,Darren Powers,38
4/15/13,CA-2013-166625,Jill Matthias,25
9/23/13,CA-2013-166653,Nora Pelletier,64
4/2/13,CA-2013-166674,Raymond Buch,561
9/21/13,CA-2013-166772,Heather Jas,164
1/15/13,CA-2013-166912,Bill Eplett,82
4/5/13,CA-2013-167115,Evan Henry,589
8/16/13,CA-2013-167241,Bill Donatelli,533
10/31/13,CA-2013-167290,Jason Fortune-,12
5/13/13,CA-2013-167416,Jill Matthias,55
12/23/13,CA-2013-167507,Sue Ann Reed,66
3/30/13,CA-2013-167556,Janet Martin,499
8/13/13,CA-2013-167584,Lena Cacioppo,6
4/29/13,CA-2013-167605,Rob Beeghly,30
4/4/13,CA-2013-167682,Zuschuss Donatelli,331
3/4/13,CA-2013-167759,Craig Carreira,135
8/22/13,CA-2013-167983,Rachel Payne,33
1/30/13,CA-2013-168032,David Flashing,2068
1/25/13,CA-2013-168046,Jonathan Doherty,832
4/25/13,CA-2013-168081,Cathy Armstrong,259
9/20/13,CA-2013-168354,Rick Huthwaite,2545
6/22/13,CA-2013-168361,Ken Brennan,1
12/21/13,CA-2013-168536,Stuart Calhoun,66
7/4/13,CA-2013-168543,Dean Katz,707
9/20/13,CA-2013-168557,Frank Hawley,9
5/30/13,CA-2013-168753,Rob Lucas,1003
9/5/13,CA-2013-168774,Roy Phan,535
11/8/13,CA-2013-168830,Marina Lichtenstein,480
6/1/13,CA-2013-168844,Neoma Murray,187
11/4/13,CA-2013-168893,Arthur Prichep,904
10/21/13,CA-2013-168921,Andrew Gjertsen,19
2/16/13,CA-2013-168956,Erin Ashbrook,167
8/9/13,CA-2013-169026,Corinna Mitchell,23
3/9/13,CA-2013-169103,Zuschuss Carroll,1466
5/10/13,CA-2013-169166,Sonia Sunley,94
6/21/13,CA-2013-169194,Lena Hernandez,67
7/15/13,CA-2013-169215,Richard Eichhorn,30
10/22/13,CA-2013-169334,Giulietta Weimer,112
3/11/13,CA-2013-169663,Rick Huthwaite,3384
12/26/13,CA-2013-169670,Joe Elijah,2563
12/13/13,CA-2013-169824,Noel Staavos,107
11/26/13,CA-2013-169838,Brenda Bowman,1746
10/23/13,CA-2013-169887,MaryBeth Skach,117
6/12/13,CA-2013-169922,Mary Zewe,22
5/20/13,CA-2013-169943,Bradley Nguyen,821
9/27/13,CA-2013-169957,Steve Nguyen,367
9/5/13,CA-2013-169971,Ivan Liston,66
11/7/14,CA-2014-100013,Zuschuss Carroll,30
5/29/14,CA-2014-100055,Michael Dominguez,153
11/27/14,CA-2014-100097,Michael Nguyen,1115
9/21/14,CA-2014-100111,Seth Vernon,7360
9/8/14,CA-2014-100160,Cassandra Brandow,50
1/1/14,CA-2014-100202,Brian DeCherney,302
7/6/14,CA-2014-100223,Linda Southworth,396
12/12/14,CA-2014-100230,Allen Armold,150
10/16/14,CA-2014-100237,Stuart Van,12
9/30/14,CA-2014-100314,Ann Steele,372
9/8/14,CA-2014-100335,Nicole Fjeld,73
10/22/14,CA-2014-100356,Susan Pistek,24
6/25/14,CA-2014-100384,Nicole Hansen,421
12/23/14,CA-2014-100412,Sharelle Roach,142
6/5/14,CA-2014-100426,Dan Campbell,12
8/12/14,CA-2014-100433,Sanjit Jacobs,26
4/1/14,CA-2014-100524,Chad McGuire,782
8/14/14,CA-2014-100580,Michael Kennedy,36
11/17/14,CA-2014-100601,Jay Kimmel,49
4/21/14,CA-2014-100615,Sarah Jordon,347
11/4/14,CA-2014-100622,Dave Kipp,1031
6/27/14,CA-2014-100636,Denny Ordway,273
6/30/14,CA-2014-100650,Dean Katz,1296
5/14/14,CA-2014-100748,Ross Baird,58
9/5/14,CA-2014-100783,Julie Kriz,30
11/22/14,CA-2014-100811,Cindy Chapman,48
9/10/14,CA-2014-100825,Keith Dawkins,100
11/18/14,CA-2014-100902,Clytie Kelty,699
6/10/14,CA-2014-100951,Noah Childs,721
8/30/14,CA-2014-101014,Rick Wilson,148
11/20/14,CA-2014-101042,Adrian Barton,844
6/22/14,CA-2014-101049,Alan Shonely,59
3/26/14,CA-2014-101077,Duane Benoit,7
9/5/14,CA-2014-101182,Katrina Bavinger,56
8/26/14,CA-2014-101210,Don Weiss,13
11/28/14,CA-2014-101245,Lindsay Williams,411
8/28/14,CA-2014-101273,Shui Tom,14
10/3/14,CA-2014-101308,Frank Gastineau,94
12/29/14,CA-2014-101322,Jason Gross,341
6/21/14,CA-2014-101434,Toby Ritter,250
7/30/14,CA-2014-101483,Anna Gayman,61
9/29/14,CA-2014-101574,Bruce Degenhardt,9
10/23/14,CA-2014-101581,David Wiener,177
3/25/14,CA-2014-101637,Ann Chong,13
11/26/14,CA-2014-101665,Tracy Zic,5
4/24/14,CA-2014-101700,Sean O'Donnell,30
8/20/14,CA-2014-101728,Sonia Cooley,2
10/4/14,CA-2014-101749,Aaron Smayling,171
12/12/14,CA-2014-101798,Mike Vittorini,63
12/2/14,CA-2014-101805,Sally Hughsby,628
11/25/14,CA-2014-101945,Greg Tran,11
3/1/14,CA-2014-101959,Duane Benoit,18
12/19/14,CA-2014-102099,Emily Phan,52
7/14/14,CA-2014-102155,Rick Reed,374
12/21/14,CA-2014-102197,David Kendrick,364
5/2/14,CA-2014-102204,Caroline Jumper,3741
9/3/14,CA-2014-102218,Luke Weiss,12
12/1/14,CA-2014-102267,Stuart Calhoun,2
9/24/14,CA-2014-102309,Doug O'Connell,213
6/14/14,CA-2014-102337,Shirley Daniels,683
12/3/14,CA-2014-102379,Brenda Bowman,1379
12/10/14,CA-2014-102407,Alyssa Tate,1096
5/16/14,CA-2014-102414,Joseph Airdo,50
11/28/14,CA-2014-102519,Brian Moss,191
6/12/14,CA-2014-102554,Kristina Nunn,4
11/5/14,CA-2014-102610,Christina Anderson,248
12/10/14,CA-2014-102659,Luke Weiss,55
10/27/14,CA-2014-102729,Benjamin Farhat,56
9/6/14,CA-2014-102736,Liz Preis,177
9/5/14,CA-2014-102750,Greg Maxwell,1322
4/1/14,CA-2014-102771,Denny Ordway,85
5/8/14,CA-2014-102820,Carlos Soltero,420
3/10/14,CA-2014-102834,Lindsay Williams,200
11/6/14,CA-2014-102925,Christina DeMoss,796
7/1/14,CA-2014-102946,Victor Preis,76
9/23/14,CA-2014-102967,Michael Granlund,67
9/20/14,CA-2014-102974,Dave Poirier,190
11/4/14,CA-2014-103009,Patrick Jones,26
10/21/14,CA-2014-103065,Pete Takahito,60
11/24/14,CA-2014-103156,Tamara Dahlen,24
10/14/14,CA-2014-103212,Michelle Huthwaite,1542
11/28/14,CA-2014-103352,Resi Pšlking,114
11/22/14,CA-2014-103380,Barry Franz,740
12/4/14,CA-2014-103415,Mark Van Huff,14
12/18/14,CA-2014-103443,Annie Thurman,316
7/22/14,CA-2014-103478,Kelly Lampkin,97
11/21/14,CA-2014-103499,Erica Smith,210
7/24/14,CA-2014-103506,Lisa Ryan,41
9/24/14,CA-2014-103520,Maya Herman,9
9/13/14,CA-2014-103611,Jessica Myrick,8
11/25/14,CA-2014-103765,Jason Gross,14
9/8/14,CA-2014-103877,Robert Dilbeck,1578
12/2/14,CA-2014-103968,Max Ludwig,630
10/8/14,CA-2014-104003,Debra Catini,308
4/24/14,CA-2014-104010,Tamara Dahlen,55
8/30/14,CA-2014-104024,Michael Dominguez,9
12/6/14,CA-2014-104066,Quincy Jones,205
3/9/14,CA-2014-104080,Alan Hwang,175
12/3/14,CA-2014-104108,Roy Phan,12
11/2/14,CA-2014-104136,Sandra Flanagan,231
1/31/14,CA-2014-104220,Benjamin Venier,340
5/14/14,CA-2014-104318,Frank Hawley,21
12/17/14,CA-2014-104381,Ross DeVincentis,33
7/6/14,CA-2014-104388,Damala Kotsonis,80
5/13/14,CA-2014-104577,Chloris Kastensmidt,88
1/25/14,CA-2014-104619,Keith Dawkins,413
11/11/14,CA-2014-104640,Frank Hawley,1362
2/24/14,CA-2014-104647,Clytie Kelty,37
7/22/14,CA-2014-104731,Anne McFarland,952
5/30/14,CA-2014-104745,Guy Thornton,79
2/14/14,CA-2014-104801,Fred Harton,914
10/21/14,CA-2014-104822,Rick Bensley,25
6/14/14,CA-2014-104850,Tamara Willingham,291
11/19/14,CA-2014-104864,Jim Sink,553
3/3/14,CA-2014-104885,Dorothy Badders,627
2/14/14,CA-2014-104906,Jennifer Patt,18
11/19/14,CA-2014-104913,Dave Kipp,75
12/23/14,CA-2014-104927,Alex Grayson,108
7/8/14,CA-2014-105053,Christine Sundaresam,17
6/25/14,CA-2014-105074,Maria Bertelson,22
11/22/14,CA-2014-105130,Patrick Jones,52
11/5/14,CA-2014-105144,Sam Zeldin,24
3/26/14,CA-2014-105193,John Lee,11
6/17/14,CA-2014-105214,Troy Staebel,1232
12/6/14,CA-2014-105235,Suzanne McNair,335
8/21/14,CA-2014-105326,Kean Thornton,26
12/1/14,CA-2014-105333,Victor Preis,899
3/20/14,CA-2014-105410,Natalie DeCherney,977
2/21/14,CA-2014-105445,Bart Pistole,9
12/21/14,CA-2014-105480,Dean Katz,13
10/9/14,CA-2014-105487,Chris Selesnick,420
11/25/14,CA-2014-105543,Brooke Gillingham,33
12/26/14,CA-2014-105620,Jennifer Halladay,141
9/18/14,CA-2014-105669,Sanjit Jacobs,1750
2/21/14,CA-2014-105809,Helen Wasserman,238
6/23/14,CA-2014-105823,Rick Bensley,488
3/14/14,CA-2014-105851,Sanjit Engle,1332
12/19/14,CA-2014-105886,Duane Benoit,19
10/3/14,CA-2014-105914,Paul Van Hugh,1687
8/15/14,CA-2014-105921,Janet Martin,418
5/6/14,CA-2014-105991,Lisa Hazard,121
10/16/14,CA-2014-106033,Frank Gastineau,88
7/13/14,CA-2014-106047,Cari Schnelling,4
10/24/14,CA-2014-106068,Randy Bradley,338
6/11/14,CA-2014-106103,Sean Christensen,133
9/19/14,CA-2014-106180,Sally Hughsby,163
4/3/14,CA-2014-106355,Alyssa Tate,11
10/20/14,CA-2014-106432,Christina Anderson,330
8/13/14,CA-2014-106537,Rick Hansen,21
11/7/14,CA-2014-106691,Christopher Conant,1
7/4/14,CA-2014-106747,Tony Sayre,102
12/22/14,CA-2014-106782,Liz Preis,375
7/8/14,CA-2014-106824,Annie Thurman,6
6/2/14,CA-2014-106831,Fred Harton,190
6/21/14,CA-2014-106852,Shui Tom,36
3/14/14,CA-2014-106859,Benjamin Farhat,780
11/15/14,CA-2014-106943,Frank Olsen,9
12/18/14,CA-2014-106964,Hallie Redmond,12
11/28/14,CA-2014-107125,Bill Donatelli,136
6/27/14,CA-2014-107132,Scott Cohen,913
6/11/14,CA-2014-107167,Neil Ducich,1348
11/7/14,CA-2014-107174,Adam Bellavance,2595
7/28/14,CA-2014-107209,Joni Wasserman,195
9/8/14,CA-2014-107244,Allen Goldenen,20
4/7/14,CA-2014-107265,Max Ludwig,106
9/6/14,CA-2014-107293,Christopher Schild,3
12/1/14,CA-2014-107314,Maria Zettner,26
9/1/14,CA-2014-107321,Arthur Wiediger,696
12/18/14,CA-2014-107342,Vicky Freymann,28
12/22/14,CA-2014-107461,Pete Kriz,24
1/2/14,CA-2014-107503,Guy Armstrong,49
2/6/14,CA-2014-107517,Fred Chung,2012
5/6/14,CA-2014-107552,Arianne Irving,7
12/15/14,CA-2014-107629,Dave Brooks,457
3/14/14,CA-2014-107713,Joy Bell-,174
11/7/14,CA-2014-107720,Valerie Mitchum,46
10/20/14,CA-2014-107727,Matt Abelman,29
12/11/14,CA-2014-107748,Alex Grayson,109
5/9/14,CA-2014-107797,Ed Braxton,41
11/19/14,CA-2014-107825,Nona Balk,143
11/24/14,CA-2014-107832,Frank Hawley,7
5/27/14,CA-2014-107853,Carlos Daly,13
11/22/14,CA-2014-107874,Scott Williamson,27
9/2/14,CA-2014-107909,Sung Shariari,43
7/3/14,CA-2014-107958,Adrian Hane,169
12/14/14,CA-2014-107986,Mitch Webber,31
1/13/14,CA-2014-108000,Linda Southworth,10
11/30/14,CA-2014-108035,Ted Trevino,492
4/17/14,CA-2014-108070,Joel Eaton,309
11/17/14,CA-2014-108091,Eileen Kiefer,23
11/16/14,CA-2014-108112,Dana Kaydos,559
12/19/14,CA-2014-108287,Alex Grayson,13
12/11/14,CA-2014-108294,Lindsay Shagiari,35
5/1/14,CA-2014-108322,Saphhira Shifley,26
12/10/14,CA-2014-108329,Laurel Elliston,445
6/13/14,CA-2014-108441,Sarah Bern,955
3/22/14,CA-2014-108539,Steven Cartwright,745
4/24/14,CA-2014-108553,Sally Knutson,245
7/9/14,CA-2014-108560,Jenna Caffey,1058
10/8/14,CA-2014-108574,Mike Gockenbach,1325
9/13/14,CA-2014-108749,Don Jones,91
12/26/14,CA-2014-108756,Patrick O'Donnell,32
7/28/14,CA-2014-108791,Tony Molinari,559
12/9/14,CA-2014-108854,Denise Monton,244
9/25/14,CA-2014-108910,Kelly Collister,103
9/15/14,CA-2014-108931,Henia Zydlo,20
2/18/14,CA-2014-109085,Christine Kargatis,1449
10/7/14,CA-2014-109099,Muhammed MacIntyre,41
12/5/14,CA-2014-109183,Lena Radford,649
4/5/14,CA-2014-109211,Penelope Sewall,17
7/1/14,CA-2014-109393,John Castell,436
12/22/14,CA-2014-109589,Brian Derr,71
12/3/14,CA-2014-109701,Alice McCarthy,179
12/10/14,CA-2014-109715,Angele Hood,16
7/23/14,CA-2014-109750,Fred Hopkins,30
9/5/14,CA-2014-109757,Maribeth Dona,50
7/17/14,CA-2014-109778,Valerie Mitchum,3
4/17/14,CA-2014-109946,Paul Lucas,17
12/10/14,CA-2014-109960,Dean Braden,188
5/2/14,CA-2014-110198,Arthur Gainer,319
5/2/14,CA-2014-110212,Sanjit Jacobs,49
10/28/14,CA-2014-110310,Nona Balk,69
10/28/14,CA-2014-110373,Matt Abelman,34
9/3/14,CA-2014-110380,Phillip Flathmann,7
11/4/14,CA-2014-110429,Darrin Martin,12
11/22/14,CA-2014-110443,Chloris Kastensmidt,1243
3/5/14,CA-2014-110478,Sung Pak,25
12/24/14,CA-2014-110625,Julia Barnett,27
8/8/14,CA-2014-110821,Chloris Kastensmidt,238
11/12/14,CA-2014-110842,Guy Armstrong,152
3/8/14,CA-2014-110884,Shahid Hopkins,118
9/11/14,CA-2014-110905,Robert Waldorf,809
11/20/14,CA-2014-110926,Dorothy Dickinson,25
7/24/14,CA-2014-110940,Annie Zypern,122
6/16/14,CA-2014-111178,Tamara Dahlen,20
9/3/14,CA-2014-111220,Jill Stevenson,258
10/29/14,CA-2014-111262,Keith Herrera,66
6/17/14,CA-2014-111269,Christine Sundaresam,504
5/21/14,CA-2014-111332,Nat Carroll,892
2/25/14,CA-2014-111374,Christy Brittain,5
9/3/14,CA-2014-111388,Stephanie Ulpright,216
11/21/14,CA-2014-111556,Carlos Daly,1560
10/17/14,CA-2014-111577,Anthony Jacobs,308
3/22/14,CA-2014-111591,Paul Stevenson,425
7/4/14,CA-2014-111647,Rob Dowd,168
12/1/14,CA-2014-111689,Harold Pawlan,1311
10/11/14,CA-2014-111717,Scot Wooten,239
1/4/14,CA-2014-111738,Christopher Martinez,2031
7/9/14,CA-2014-111759,Mathew Reese,53
12/17/14,CA-2014-111808,Andrew Roberts,11
3/4/14,CA-2014-111815,Emily Phan,281
9/26/14,CA-2014-112004,Adam Hart,199
3/26/14,CA-2014-112039,John Castell,470
6/11/14,CA-2014-112172,Muhammed MacIntyre,14
4/9/14,CA-2014-112333,Karen Ferguson,2634
10/13/14,CA-2014-112431,Robert Waldorf,442
5/26/14,CA-2014-112473,Jeremy Lonsdale,50
12/27/14,CA-2014-112487,Tracy Collins,3
9/18/14,CA-2014-112515,Alan Schoenberger,1782
11/20/14,CA-2014-112529,Stewart Carmichael,750
5/19/14,CA-2014-112536,Susan Gilcrest,18
1/31/14,CA-2014-112725,Eugene Hildebrand,142
6/19/14,CA-2014-112753,Craig Carreira,957
9/12/14,CA-2014-112774,Ryan Crowe,35
8/19/14,CA-2014-112809,Russell Applegate,228
